text,rating,sentiment,text_clean,label_indobert,label_mbert
"Bisa gak apk dibaikin, jelek kali lelet mo daftar npwp aja kaya mau antri sembako, susah kali, bodo gk ngotak yang diisi banyak dipencet gak mau strewss, bintang nol maunya",1,Negative,bisa gak apk dibaikin jelek kali lelet mo daftar npwp aja kaya mau antri sembako susah kali bodo gk ngotak yang diisi banyak dipencet gak mau strewss bintang nol maunya,Negative,Negative
"Bayar pajak elit, buka web sulit. Gini amat buat aplikasi",1,Negative,bayar pajak elit buka web sulit gini amat buat aplikasi,Negative,Negative
"Aplikasi gajelas,, jangan download percuma",1,Negative,aplikasi gajelas jangan download percuma,Negative,Negative
Aplikasi nya jelek,1,Negative,aplikasi nya jelek,Negative,Negative
Saya kasih bintang 1 karna kurang bagus sudah berbagai cara saya untuk bisa login/masuk ke akun tidak bisa mohon bantuannya🙏🙏 Kalau tidak bisa sampai saat ini saya uninstall aplikasinya habis² data saja😔😔,1,Negative,saya kasih bintang 1 karna kurang bagus sudah berbagai cara saya untuk bisa login masuk ke akun tidak bisa mohon bantuannya kalau tidak bisa sampai saat ini saya uninstall aplikasinya habis data saja,Negative,Negative
H google,5,Positive,h google,Positive,Positive
"Ini app milik pemerintah lhoooo boosssss, senggol dong!",1,Negative,ini app milik pemerintah lhoooo boosssss senggol dong,Negative,Negative
"aplikasi gak jls,bru saja mau daftar,nunggu vrifikasi,tiba2 gmail diblokir.aneh",1,Negative,aplikasi gak jls bru saja mau daftar nunggu vrifikasi tiba2 gmail diblokir aneh,Negative,Negative
Aplikasinya bagus banget bisa memudahkan penggunanya,5,Positive,aplikasinya bagus banget bisa memudahkan penggunanya,Positive,Positive
Terbaik,5,Positive,terbaik,Positive,Positive
Aplikasi sampah,1,Negative,aplikasi sampah,Negative,Negative
semogga bisa membantu,5,Positive,semogga bisa membantu,Positive,Positive
"Hati hati dgn aplikasi atas mana pajak, takutnya penipuan",3,Neutral,hati hati dgn aplikasi atas mana pajak takutnya penipuan,Neutral,Neutral
"Aplikasi astaga naga, susah sekali device saya kenceng bagus tapi kaya gini astaga nagaaaaaaaaaaaa",1,Negative,aplikasi astaga naga susah sekali device saya kenceng bagus tapi kaya gini astaga nagaaaaaaaaaaaa,Negative,Negative
Masih belum ada perbaikan. Susah sekali untuk login via aplikasi ataupun web. Selalu dikatakan username/pasword salah.,1,Negative,masih belum ada perbaikan susah sekali untuk login via aplikasi ataupun web selalu dikatakan username pasword salah,Negative,Negative
Cukup membantu dan bagus,5,Positive,cukup membantu dan bagus,Positive,Positive
"kayak ny penipuan, bbrpa kali di telpon org mengatas namakan org oajak dari pusat untuk konfirmasi pemulihan data akhir tahun",1,Negative,kayak ny penipuan bbrpa kali di telpon org mengatas namakan org oajak dari pusat untuk konfirmasi pemulihan data akhir tahun,Negative,Negative
"ini aplikasi nda guna, mau daftar aja susah",1,Negative,ini aplikasi nda guna mau daftar aja susah,Negative,Negative
Tolong perbaiki. Masa baru download suruh update muter terus.. malah buat lama kerjaan,1,Negative,tolong perbaiki masa baru download suruh update muter terus malah buat lama kerjaan,Negative,Negative
"Baru aja download karena lupa no efin,pas di buka tiba2 keluar dan gak ngrespon...ayo donk pdahal ini sangat membantu ...sampai skrg gak bisa di buka dan gak ngrespon",1,Negative,baru aja download karena lupa no efin pas di buka tiba2 keluar dan gak ngrespon ayo donk pdahal ini sangat membantu sampai skrg gak bisa di buka dan gak ngrespon,Negative,Negative
"Hati-hati guys, aplikasi ini bukan official dari pajak..",1,Negative,hati hati guys aplikasi ini bukan official dari pajak,Negative,Negative
"ini aplikasi cuman nyampah diplaystore.nggak ada gunanya,nggak ada fungsinya",1,Negative,ini aplikasi cuman nyampah diplaystore nggak ada gunanya nggak ada fungsinya,Negative,Negative
"Agak aneh sih dgn aplikasi dari lembaga yang anggarannya luar biasa. Mau Lapor SPT bolak balik liat menu justru gak ada menu Lapor di aplikasi ini. Ujung2 nya dari browser baru bisa. Jadi apalah guna aplikasi klu lebih lancar gunakannya di browser??? Ditunggu perbaikannya,,,. Supaya ratingnya bisa saya perbaiki.",1,Negative,agak aneh sih dgn aplikasi dari lembaga yang anggarannya luar biasa mau lapor spt bolak balik liat menu justru gak ada menu lapor di aplikasi ini ujung2 nya dari browser baru bisa jadi apalah guna aplikasi klu lebih lancar gunakannya di browser ditunggu perbaikannya supaya ratingnya bisa saya perbaiki,Negative,Negative
Gak guna,1,Negative,gak guna,Negative,Negative
Aplikasi gk guna,1,Negative,aplikasi gk guna,Negative,Negative
"Baru donwload terus dh ada notif suruh update padahal di play store gg ada keterangan update, lanjut isi link buat efin malah error dan keluar apk dengan sendirinya, pas dibuka lagi aplikasinya muter sampai skrng dan gg bisa kebuka. Ini yang buat aplikasi kompeten atau cuman nyoba"" Yh, kalo gini mh lebih bagus apk kipas simulator bos",1,Negative,baru donwload terus dh ada notif suruh update padahal di play store gg ada keterangan update lanjut isi link buat efin malah error dan keluar apk dengan sendirinya pas dibuka lagi aplikasinya muter sampai skrng dan gg bisa kebuka ini yang buat aplikasi kompeten atau cuman nyoba yh kalo gini mh lebih bagus apk kipas simulator bos,Negative,Negative
Penipuan,1,Negative,penipuan,Negative,Negative
"Mohon lebih bijak dalam menginstal aplikasi ini. Karna saya setelah instal aplikasi ini jadi lebih sering di teror oleh nomor yg mengatas namakan pegawai pajak pusat. Jika ada yg mengatasnamakan pegawai pajak pusat mohon ditanyakan atas nama siapa dan NIP berapa untuk selanjutnya dilaporkan ke pihak badan kepegawaian, karna setiap saya tanya demikian panggilan akan selalu dimatikan oleh mereka. Jadi mohon untuk semuanya berhati2 dalam menginstal aplikasi lebih baik gunakan website resmi djp.",1,Negative,mohon lebih bijak dalam menginstal aplikasi ini karna saya setelah instal aplikasi ini jadi lebih sering di teror oleh nomor yg mengatas namakan pegawai pajak pusat jika ada yg mengatasnamakan pegawai pajak pusat mohon ditanyakan atas nama siapa dan nip berapa untuk selanjutnya dilaporkan ke pihak badan kepegawaian karna setiap saya tanya demikian panggilan akan selalu dimatikan oleh mereka jadi mohon untuk semuanya berhati2 dalam menginstal aplikasi lebih baik gunakan website resmi djp,Negative,Negative
PENIPUAN!,1,Negative,penipuan,Negative,Negative
"Kenapa ya hampir semua website/aplikasi milik pemerintah itu.sangat ribet,sering error..pokoknya parahh.",1,Negative,kenapa ya hampir semua website aplikasi milik pemerintah itu sangat ribet sering error pokoknya parahh,Negative,Negative
Menyusahkan masyarakat dalam membayar pajak dan mebuat praktek pungli baru,1,Negative,menyusahkan masyarakat dalam membayar pajak dan mebuat praktek pungli baru,Negative,Negative
"Saya ibu rumah tangga tidak pernah mengajukan pembuatan npwp, tapi tiba tiba ada kartu npwp di kirim ke rumah, sudah download app ini, malah tidak berfungsi, jdi saya harus gimana? Karrna saya tidak pernah mengajukan pembuatan npwp",1,Negative,saya ibu rumah tangga tidak pernah mengajukan pembuatan npwp tapi tiba tiba ada kartu npwp di kirim ke rumah sudah download app ini malah tidak berfungsi jdi saya harus gimana karrna saya tidak pernah mengajukan pembuatan npwp,Negative,Negative
"Mau download kartu pajak saja di suruh mutar mutar ujung ujungnya ga bisa, memang.",1,Negative,mau download kartu pajak saja di suruh mutar mutar ujung ujungnya ga bisa memang,Negative,Negative
Jelek,1,Negative,jelek,Negative,Negative
PENIPU!!!,1,Negative,penipu,Negative,Negative
Kenapa aplikasi plat merah selalu banyak masalah ya? Padahal saya yakin dukungan anggaran pastinya ga masalah,1,Negative,kenapa aplikasi plat merah selalu banyak masalah ya padahal saya yakin dukungan anggaran pastinya ga masalah,Negative,Negative
"Aplikasi apaan nggabisa buat npwp online susah banget pas kirim otp nunggi lamaa bet ampe sejam gw tunggu jg ngga ada apapun informasi kelanjutan aplikasi buruk, perlu di update! Pdahal berguna banget buat masyarakat!",1,Negative,aplikasi apaan nggabisa buat npwp online susah banget pas kirim otp nunggi lamaa bet ampe sejam gw tunggu jg ngga ada apapun informasi kelanjutan aplikasi buruk perlu di update pdahal berguna banget buat masyarakat,Negative,Negative
Aplikasi norak. Hire orang IT untuk apa ? Buang2 anggaran ? Makanya jangan kebanyakan ordal. Udah tahun teknologi berkembang pesat masih maksa pake cara purba. Anggaran tuh dipake bener2. Jangan buat liburan doang. Tolol,1,Negative,aplikasi norak hire orang it untuk apa buang2 anggaran makanya jangan kebanyakan ordal udah tahun teknologi berkembang pesat masih maksa pake cara purba anggaran tuh dipake bener2 jangan buat liburan doang tolol,Negative,Negative
"Mohon ditindaklanjuti keluhan pengguna, apa yg menjadi masalah segera diperbaiki. Setelah update, user log out, mau sign in tapi link lupa password tidak fungsi. Jadi harus bagaimana? Mohon respon nya",1,Negative,mohon ditindaklanjuti keluhan pengguna apa yg menjadi masalah segera diperbaiki setelah update user log out mau sign in tapi link lupa password tidak fungsi jadi harus bagaimana mohon respon nya,Negative,Negative
"Aplikasi gak guna, gakbisa login",1,Negative,aplikasi gak guna gakbisa login,Negative,Negative
Krennn,5,Positive,krennn,Positive,Positive
"Kalau gk niat bikin aplikasi,mending gk usah di bikin,cpek2 isi data dan formulir,malah di tolak,dgn alasan ada kesalahan,aplikasi gk bermutu",1,Negative,kalau gk niat bikin aplikasi mending gk usah di bikin cpek2 isi data dan formulir malah di tolak dgn alasan ada kesalahan aplikasi gk bermutu,Negative,Negative
"Aplikasi maupun website cm formalitas, gak bisa di pake, nyusahin masyarakat, duit pajak gak jelas, mesti di audit & system online semua pemerintah biar gak di maling system yg baik terintegradi & terkontrol dgn AI",1,Negative,aplikasi maupun website cm formalitas gak bisa di pake nyusahin masyarakat duit pajak gak jelas mesti di audit system online semua pemerintah biar gak di maling system yg baik terintegradi terkontrol dgn ai,Negative,Negative
Tolong benahi aplikasinya tidak berguna sama sekali. Waktu daftar ada beberapa masalah 1.pengisian email harus di awali angka ribet bgt sumpah 2.pemilihan kenegaraan tidak bisa di pilih 3.capta ngaco. Masih bagus pake google from aja mending perasaan anggaran gede website aja kek buatan anak SMP,1,Negative,tolong benahi aplikasinya tidak berguna sama sekali waktu daftar ada beberapa masalah 1 pengisian email harus di awali angka ribet bgt sumpah 2 pemilihan kenegaraan tidak bisa di pilih 3 capta ngaco masih bagus pake google from aja mending perasaan anggaran gede website aja kek buatan anak smp,Negative,Negative
Sering gangguan,1,Negative,sering gangguan,Negative,Negative
Good,5,Positive,good,Positive,Positive
"Jelek banget, ngirim kode OTP aja cuma laporan terkirimnya doang, tapi kagak ada pesan masuk kan tolol, ini nih yang bikin sulit masyarakat, ke kantor malah d usir wajib daftar online, udah daftar online bermasalah mulu kocak kocak",1,Negative,jelek banget ngirim kode otp aja cuma laporan terkirimnya doang tapi kagak ada pesan masuk kan tolol ini nih yang bikin sulit masyarakat ke kantor malah d usir wajib daftar online udah daftar online bermasalah mulu kocak kocak,Negative,Negative
Ada oknum pegawai yg tdk bertanggung jawab,1,Negative,ada oknum pegawai yg tdk bertanggung jawab,Negative,Negative
Saya kasih bintang 3 dlu,3,Neutral,saya kasih bintang 3 dlu,Neutral,Neutral
Aplikasi sangat tidak membantu,1,Negative,aplikasi sangat tidak membantu,Negative,Negative
Tidak bisa login,1,Negative,tidak bisa login,Negative,Negative
Gaje,1,Negative,gaje,Negative,Negative
"Bener kata orang yg bilang aplikasinya bermasalah muter terus padahal jaringan bagus pas udh download mau login ,eh malah update .kenapa gak di awal pas instal apk tersebut mohon di perbaiki apk nya kerjanya jangan tidur doang atasin masalah sepele kaya gini anggaran pasti gede jangan di makanin ,.",1,Negative,bener kata orang yg bilang aplikasinya bermasalah muter terus padahal jaringan bagus pas udh download mau login eh malah update kenapa gak di awal pas instal apk tersebut mohon di perbaiki apk nya kerjanya jangan tidur doang atasin masalah sepele kaya gini anggaran pasti gede jangan di makanin,Negative,Negative
Ok,5,Positive,ok,Positive,Positive
"Aplikasi sampah,masak kalah jauh sama aplikasi luar negro,ayo saingi shopee dan lazada bosss 🦦",1,Negative,aplikasi sampah masak kalah jauh sama aplikasi luar negro ayo saingi shopee dan lazada bosss,Negative,Negative
SANGAT MEMBANTU,5,Positive,sangat membantu,Positive,Positive
Mintak kirim nomor efin ke email gak masuk masuk,1,Negative,mintak kirim nomor efin ke email gak masuk masuk,Negative,Negative
Susah bener ngurus lupa efin !,1,Negative,susah bener ngurus lupa efin,Negative,Negative
Bagus sekali,5,Positive,bagus sekali,Positive,Positive
Ga bisa dibuka,1,Negative,ga bisa dibuka,Negative,Negative
Amit² dah. Bikin web aja gk bisa. Eror mulu bikin emosi jiwa 🤨,1,Negative,amit dah bikin web aja gk bisa eror mulu bikin emosi jiwa,Negative,Negative
Apk tolol tidak membantu,1,Negative,apk tolol tidak membantu,Negative,Negative
aplikasi ini sangatlah busuk,1,Negative,aplikasi ini sangatlah busuk,Negative,Negative
Apk sampah bikin efin gagal terus login tidak bisa bisa,1,Negative,apk sampah bikin efin gagal terus login tidak bisa bisa,Negative,Negative
Aplikasi tolol yg ngelola.. kenapa aplikasi layanan pemerintah ngga ada yg bener.. selain KAI acces,1,Negative,aplikasi tolol yg ngelola kenapa aplikasi layanan pemerintah ngga ada yg bener selain kai acces,Negative,Negative
Login salah Mulu ajg,1,Negative,login salah mulu ajg,Negative,Negative
Lupa password ga bisa menyusahkan saja,1,Negative,lupa password ga bisa menyusahkan saja,Negative,Negative
Sangat membantu urusan perpajakan,5,Positive,sangat membantu urusan perpajakan,Positive,Positive
kenapa di download saja ngk bisa?,1,Negative,kenapa di download saja ngk bisa,Negative,Negative
Proses masuk nya suguh sungguh harus paham dan harus mengerti di pelajari yang benar dan teliti Alhamdulillah akhirnya bisa masuk menjadi pengguna baru NPWP terimakasih atas bantuannya para suhu2 yg sudah me ngasih Tao caranya sukses selalu buat kalian yg blum bisa masuk,5,Positive,proses masuk nya suguh sungguh harus paham dan harus mengerti di pelajari yang benar dan teliti alhamdulillah akhirnya bisa masuk menjadi pengguna baru npwp terimakasih atas bantuannya para suhu2 yg sudah me ngasih tao caranya sukses selalu buat kalian yg blum bisa masuk,Positive,Positive
Beres daftar mau log in kembali malah akun ke blokir aneh,1,Negative,beres daftar mau log in kembali malah akun ke blokir aneh,Negative,Negative
Gak bisa di pake. Login selalu gagal. Gak bermutu. Alamat email benar. Password benar. Payah,1,Negative,gak bisa di pake login selalu gagal gak bermutu alamat email benar password benar payah,Negative,Negative
"Wah penipuan nih aplikasi, inget smua'a pajak itu GK ada telpon""an, yg dtg k rmh itu klo org wajib pajak melalui surat k rmh"" atau k RT setempat, kmren jg saya d tlp brap hari kemudian ada yg infoin d group RT tmen'a kena tipu 46jt, hati"" pajak tidak nlp TPI panggilan surat wajib pajak melalui surat",1,Negative,wah penipuan nih aplikasi inget smua a pajak itu gk ada telpon an yg dtg k rmh itu klo org wajib pajak melalui surat k rmh atau k rt setempat kmren jg saya d tlp brap hari kemudian ada yg infoin d group rt tmen a kena tipu 46jt hati pajak tidak nlp tpi panggilan surat wajib pajak melalui surat,Negative,Negative
Gajih besar kerja gini aduhh,1,Negative,gajih besar kerja gini aduhh,Negative,Negative
Bikin susah aja,1,Negative,bikin susah aja,Negative,Negative
"MINTA TOLONG, JGN INSTAL INII. INI APLIKASI PENIPUAN, MOHON HATI² INI MENYEBABKAN PERETASAN HP",1,Negative,minta tolong jgn instal inii ini aplikasi penipuan mohon hati ini menyebabkan peretasan hp,Negative,Negative
Gabisa login,2,Negative,gabisa login,Negative,Negative
Kenapa setiap klik aplikasi nya selalu keluar sendiri padahal SDH di coba berkali-kali dan sudah berkali-kali hapus unduh lagi,1,Negative,kenapa setiap klik aplikasi nya selalu keluar sendiri padahal sdh di coba berkali kali dan sudah berkali kali hapus unduh lagi,Negative,Negative
