ï»¿text,rating,sentiment,clean_text
"Tolong dimatengin aplikasinya!! Kita anak muda yang biasa verifikasi apa-apa gampang, harus bantu orang tua buat ngisi ginian. Bisa-bisanya data baru selsai diisi, verifikasi langsung gagal. Ini yang anak muda ngisi aja emosi, kalok orang tua yang gaptek ngisi sendiri ya udah emosi sampe nangis mungkin.",1,Negative,tolong dimatengin aplikasi anak muda verifikasi apaapa gampang bantu orang tua ngisi ginian bisabisanya data selsai isi verifikasi langsung gagal anak muda ngisi emosi kalok orang tua gaptek ngisi ya udah emosi sampe nang
"Perpajakan lagi guncang, spt apk nya yg baru bbrp detik dibuka langsung error",1,Negative,paja guncang spt apk nya bbrp detik buka langsung error
Mempersulit saja,1,Negative,sulit
Ga guna,1,Negative,
"PERCUMA SUSAH""PAKAI APLIKASI INI UJUNG""NYA DIALIHKAN KE GOOGLE CHROME JUGAð",1,Negative,susahpakai aplikasi ujung alih google chrome
ga jelas malah dipersulit,1,Negative,sulit
Semoga semua pajak masuk kas negara ð,1,Negative,moga pajak masuk kas negara
Sengaja gw kasi bintang lima supaya dilihat orang... Gini nih contoh kinerja yang dananya habis dikorupsikan,1,Negative,sengaja gw kasi bintang orang gin nih contoh kerja dana habis korupsi
"Udah buat npwp.. Udah 5 tahun ini ngisi e filling, eeetahun ini mau log in gk bisa bisa, dengan sebab gak jelas. Ribet banget aplikasi ini.",1,Negative,udah npwp udah ngisi e filling eeetahun log in gak ribet banget aplikasi
aplikasinya kurang bagus setelah foto selfi gagal verifikasi terus,1,Negative,aplikasi bagus foto selfi gagal verifikasi
ð¤,5,Positive,
gagal terus tiap buat efin,1,Negative,gagal efin
kode otp pas minta efin ngga masuk dah berkali kali di coba,1,Negative,kode otp pas efin ngga masuk dah kali kali coba
"Kode verifikasi lupa efin kok tidak masuk"" ya?",2,Negative,kode verifikasi lupa efin masuk ya
Payah,1,Negative,payah
Hendry Hartanto,5,Positive,hendry hartanto
belibet,1,Negative,belibet
"Aplikasi kacau gini.... Lupa efin udah masukin semua data yg diminta tetep aja error'. Pendapatan pajak tinggi, bikin aplikasi nihil",1,Negative,aplikasi kacau gin lupa efin udah masukin data tetep error dapat pajak bikin aplikasi nihil
Apk bisa di pakai sama sekali mohon bantuannya,1,Negative,apk pakai mohon bantu
"Saya lupa email dan efin tapi sulit amat buat daftarnya, mau bayar pajak aja sulitnya minta ampun berasa kaya mau minjem duit",1,Negative,lupa email efin sulit daftar bayar pajak sulit ampun asa kaya minjem duit
"Sangat sangat tidak profesional!, Tidak di APK, tidak di WEB sama ribetnya!. Mau login saja susahnya minta ampun!, Trus bagaimana kita mau menunaikan kewajiban kita sebagai pembayar pajak kalau sistemnya seperti ini!? Pelayanan yang sangat buruk sekali!!",1,Negative,profesional apk web ribetnya login susah ampun trus tunai wajib bayar pajak sistem layan buruk
Belum ada pengalaman,5,Positive,alam
App nya buruk sekali sama kayak si tersangka M,1,Negative,app nya buruk kayak si sangka m
bbaik,4,Positive,bbaik
Sangat membantu sayang loadingnya lama,5,Positive,bantu sayang loadingnya
Keseringan errornya,1,Negative,sering errornya
LEMBAGA TOLLLOL,1,Negative,lembaga tolllol
Sangat bsik,5,Positive,bsik
Aplikasi ga jelas verfikasi Gagal mulu sdh sesuai data untuk me ajukan Lupa EFINð´,1,Negative,aplikasi verfikasi gagal mulu sdh sesuai data me aju lupa efin
"Parah aplikasi ga ada fungsinya, lupa efin data kita salah bolak balik gitu mau laporan pajak gmn kalau begini terus",1,Negative,parah aplikasi fungsi lupa efin data salah bolak gitu lapor pajak gmn
Rubicon nya mana nih??,1,Negative,rubicon nya nih
Bagus banget,5,Positive,bagus banget
Puyeeng kalau permula,4,Positive,puyeeng mula
Ok,5,Positive,ok
"mengajukan EFIN sulit ketika sudah mencapai tahap kirim kode verifikasi, karena dari SMS hingga saat ini tidak masuk",1,Negative,aju efin sulit capai tahap kirim kode verifikasi sms masuk
"Ayolah dibikin biar gak logout mulu, setiap bulan mo bayar mesti login dulu",3,Neutral,ayo bikin biar gak logout mulu mo bayar mesti login
Semoga membantu nice.,5,Positive,moga bantu nice
"Apk nya ga guna,. Ga bisa di pake, minta efin aja gagal terus,.",1,Negative,apk nya pake efin gagal
"Kemarin belum update benerin efin, dikirim lewat sms, ga di kirim. Sekarang update galal verifikasi terus. Dana begitu banyak ngurusin aplikasi ga becus.",1,Negative,kemarin update benerin efin kirim sms kirim update galal verifikasi dana ngurusin aplikasi becus
Aplikasi Bangke !!!,1,Negative,aplikasi bangke
"Siapa yg bikin aplikasi ini, buruk banget",1,Negative,bikin aplikasi buruk banget
Data sudah Benar.. tp tidak bs diproses.,1,Negative,data tp bs proses
"Setiap klik profil aplikasi langsung eror diminta restart, agar dapat diperbaiki",1,Negative,klik profil aplikasi langsung eror restart baik
Busuk busuk Kok ada aplkasi kek gini?anggarannya kebanyakan di....,1,Negative,busuk busuk aplkasi kek ginianggarannya banyak
Kenapa masuk catatan langsung error ya?,1,Negative,masuk catat langsung error ya
sangat buruk. aplikasi lemot dan error. bahkan untuk verifikasi pun sering gagal. sekelas layanan pemerintah tapi aplikasi noob. giliran korupsi uang rakyat cepet,1,Negative,buruk aplikasi lot error verifikasi gagal kelas layan perintah aplikasi noob gilir korupsi uang rakyat cepet
Aplikasi aneh,1,Negative,aplikasi aneh
"Sistem sangat buruk, seharusnya sistem itu mempermudah.. bukan mempersulit.. untuk validasi data cukup menggunakan NPWP dan NIK saja, tidak perlu mengisi banyak Data.. Data diri kitakan sudah terdaftar diDatabasenya DJP.... Untuk Team Developmentnya, diperbaiki lgi sistemnya.. agar lebih mudah digunakan",1,Negative,sistem buruk sistem mudah sulit validasi data npwp nik isi data data kita daftar didatabasenya djp team developmentnya baik lgi sistem mudah
Gak bisa di buka,5,Positive,gak buka
Keren,5,Positive,keren
"Aplikasi BUMN gini amat ya, kebanyakan di korupsi ni anggaran Buat aplikasi, Verifikasi gagal mulu, gk jelas Bego parah.",1,Negative,aplikasi bumn gin ya banyak korupsi ni anggar aplikasi verifikasi gagal mulu bego parah
ok,5,Positive,ok
Pelayanan WP semakin transparan ð,5,Positive,layan wp transparan
ok,5,Positive,ok
Update bukan baik malah jelek bugs dimna2,1,Negative,update jelek bugs dimna
"Tolong instansi terkait, buat apk tu yg memadailah, pajak bayar terus, apk yg memudahkan warganya saja kayak gini. Ini saya mau melaporkan pajak pribadi saya tidak bisa. Tidak dilaporkan nantik didenda. Tolong dinote ya kritik dan sarannya. Bukan mempermudah malah mempersulit.",1,Negative,tolong instansi kait apk tu mada pajak bayar apk mudah warga kayak gin lapor pajak pribadi lapor nantik denda tolong dinote ya kritik saran mudah sulit
Mungkin pas bikin aplikasi tambahan menu effin terkendala karena pimpinan pajak nya kena proses oleh polri yaaa. Soal nya gagal terus udah ngisi pulsa kirain kaya apk bank yg pake pulsa...,1,Negative,pas bikin aplikasi tambah menu effin kendala pimpin pajak nya kena proses polri yaaa nya gagal udah ngisi pulsa kirain kaya apk bank pake pulsa
Ribet dan sering error,1,Negative,ribet error
Mantap,5,Positive,mantap
"Apk sampah,pengen duitnya doang.tapi apk ngebug ....",1,Negative,apk sampahpengen duit doangtapi apk ngebug
Mau riset kata sandi aja susah. Aplikasi negara indonesia kan ini ya?,1,Negative,riset sandi susah aplikasi negara indonesia ya
Verifikasi selalu gagal padahal data sudah diisi dengan benar Mohon ditingkatkan untuk fungsionalitas app nya,1,Negative,verifikasi gagal data isi mohon tingkat fungsionalitas app nya
Oke,5,Positive,oke
Sippp,5,Positive,sippp
Sangat membantu dan ok...aplikasinya..,5,Positive,bantu okaplikasinya
Gak sinkron saat narik nik pas lupa efin,1,Negative,gak sinkron narik nik pas lupa efin
Seharusnya kalau gagal itu dikasih keterangan penyebab gagalnya.,1,Negative,gagal kasih terang sebab gagal
Semoga membantu,5,Positive,moga bantu
Lupa efin aja error terus aneh padahal data sudah sesuai dan di cek berulang kali masih belum bisa diproses. Di cek lg dan perbaikan lg bag dan erorr server atau service API,1,Negative,lupa efin error aneh data sesuai cek ulang kali proses cek lg baik lg bag erorr server service api
Sangat bagus,5,Positive,bagus
Bagus,5,Positive,bagus
"Tolong di perbaiki, saya mau bikin efin, namun ketika tahap input kode otp, saya tidak menerima kode otp nya dari sms ataupun wa.",1,Negative,tolong baik bikin efin tahap input kode otp terima kode otp nya sms wa
Aplikasi bangsatt,1,Negative,aplikasi bangsatt
Aplikasi ini apakah khusus untuk menjawab verifikasi gagal ??????? Puluhan kali coba gx berguna,1,Negative,aplikasi khusus verifikasi gagal puluh kali coba gx guna
Gimana cara lapornya!!!!,1,Negative,gimana lapor
"Coba buat aplikasi yang mudah agar pengguna nyaman, untuk buat laporannya enggak bisa ððð",2,Negative,coba aplikasi mudah guna nyaman lapor
"Mau lapor pajak aja ribet minta ampun, kring pajak di telp sibuk satu harian ga bisa di hubungi, pas pengisian data gagal terus, padahal anggaran besar",1,Negative,lapor pajak ribet ampun kring pajak telp sibuk hari hubung pas isi data gagal anggar
"utk fitur lupa efin verifikasi gagal terus. Payah, aplikasi buruk",1,Negative,utk fitur lupa efin verifikasi gagal payah aplikasi buruk
"Login di aplikasi dan di website susah, padahal sebelumnya gampang laporan pun tinggal kirim tapi menunggu kodenya lama giliran di cek lagi harus login kembali tapi ketika login ada notif kata sandi salah terus yang sebelumnya kenapa bisa??? Ketika di coba lagi kenapa eror mulu??? Pelayanan yang tidak memuaskan",1,Negative,login aplikasi website susah gampang lapor tinggal kirim tunggu kode gilir cek login login notif sandi salah coba eror mulu layan muas
Ga guna,1,Negative,
"buka aplikasi aja susah,mental mulu.. ini aplikasi pemerintah woooy anggaran selangit.",1,Negative,buka aplikasi susahmental mulu aplikasi perintah woooy anggar langit
minta efin ajah ribet banget..kode verifikasi kaga dapet dapet sms nya,1,Negative,efin ajah ribet bangetkode verifikasi kaga dapet dapet sms nya
aplikasi parah gak guna.,1,Negative,aplikasi parah gak
selalu gagal verifikasi efin,1,Negative,gagal verifikasi efin
"Lupa efin, masa kirim no verifikasi aja pake no tlp. No tlp kan sudah berubah. Mau lapor pajak aja ribet amaaaattttt. Bener"" deh",1,Negative,lupa efin kirim no verifikasi pake no tlp no tlp ubah lapor pajak ribet amaaaattttt bener deh
"Ini yg makan duit proyek aplikasinya siapa nih, mending perbaiki servernya dulu. Jangan mempersulit diri dengan fitur2 kurang penting",1,Negative,makan duit proyek aplikasi nih mending baik servernya sulit fitur
App gk jelas ...sampah,1,Negative,app sampah
"Verifikasi gagal, dimana gagalnya ga dijelasin, ga jelas",1,Negative,verifikasi gagal mana gagal dijelasin
Busuuuuk,1,Negative,busuuuuk
Saya mrngunakan aplikasi lupa efin tapi setelah upload foto malah gagal2 terus,1,Negative,mrngunakan aplikasi lupa efin upload foto gagal
Gagal terus minta efin.,1,Negative,gagal efin
"Beberapa kali verifikasi Efin Gagal terus, aplikasi ga guna.. Mau jadi warga yg baik aja dipersulit.. Live chat nya juga sama selalu sedang sibuk.. UjungÂ² nya harus datang langsung ke kantor.. Payah!!!!",1,Negative,kali verifikasi efin gagal aplikasi warga sulit live chat nya sibuk ujung nya langsung kantor payah
Aplikasi penipu,1,Negative,aplikasi tipu
Apk nya ribet. Apk yg gak guna,1,Negative,apk nya ribet apk gak
"Aplikasi apaan gajelas gabisa konfirmasi kode EFIN lamaaaaa ga masuk2, sengaja kah? Biar pada kena denda",1,Negative,aplikasi gajelas gabisa konfirmasi kode efin lamaaaaa masuk sengaja kah biar kena denda
Kok gak ada menu robicon?,1,Negative,gak menu robicon
"Mau lapor aja susah eror mulu, aneh memang pajak di negri wakanda",1,Negative,lapor susah eror mulu aneh pajak negri wakanda
ðð¼,5,Positive,
GAGAL MULU,1,Negative,gagal mulu
"Aplikasi sampah, gagal terus",1,Negative,aplikasi sampah gagal
Jangan kan ngisi data. Aplikasi nya saja tidak bisa di buka,1,Negative,ngisi data aplikasi nya buka
"Aplikasi murahan ini , Mw regis Efin aja gak bisa2 !!! Uang pajak di pakai buat benarin ni aplikasi !!!",1,Negative,aplikasi murah mw regis efin gak uang pajak pakai benarin ni aplikasi
Fasilitas Lupa Efin gagal terus,2,Negative,fasilitas lupa efin gagal
Memuaskann,5,Positive,memuaskann
Kakehan gaya pake online..APP baru setengah jadi udh d up ke playstore..wkwk,1,Negative,kakehan gaya pake onlineapp udh d up playstorewkwk
"App ga guna, dibuka g bisa, pas tanya ke pegawai pajaknya, mereka bilang pake web aja, jangan aplikasi Ya kali terus ngapain ada di playstore appnya",1,Negative,app buka g pas pegawai pajak bilang pake web aplikasi ya kali ngapain playstore appnya
Cuma habisin anggaran apk tidak maksimal,1,Negative,habisin anggar apk maksimal
apliksi apa ini. efin aja ngurus nya susah banget .. ribet .. perpajakan tolong lebih di permudah agar yang mau bayar pajak nyaman dan cepat clear ..,1,Negative,apliksi efin ngurus nya susah banget ribet paja tolong mudah bayar pajak nyaman cepat clear
"Msh menganut slogan kalo bisa susah ngapain di jadiin gampang. Mau minta efin nya aja susah, tp dikejar suruh lapor pajak. Kan lawak.",1,Negative,msh anut slogan kalo susah ngapain jadiin gampang efin nya susah tp kejar suruh lapor pajak lawak
VERIFIKASI GAGAL TERUS,1,Negative,verifikasi gagal
Sumpah ini aplikasi kayaknya belum siap saya pusing 100x dari kayak punya utang di rentenir hufff tolong di permudah,1,Negative,sumpah aplikasi kayak pusing x kayak utang rentenir hufff tolong mudah
Password sudah benar tidak bisa login.... Apk. Gagal,1,Negative,password login apk gagal
"Mana kasih solusi EFIN tapi ga bener, kocak negeri wakanda",1,Negative,kasih solusi efin bener kocak negeri wakanda
"apk ibab, gak guna",1,Negative,apk ibab gak
Selalu gagal. Yang begini ini gaji pada gede doang!!,1,Negative,gagal gaji gede doang
Gaje bngt app nya ... verifikasi data lupa efin gagal mulu...klo seperti itu buat apa nih app ? Cuma ngabisin anggaran negara doang,1,Negative,gaje bngt app nya verifikasi data lupa efin gagal muluklo nih app ngabisin anggar negara doang
gak jelas efin apaan mau masuk susah bener semua salah kayak gak niat buat aplikasi,1,Negative,gak efin masuk susah bener salah kayak gak niat aplikasi
"Aplikasi busuk, verifikasi efin aja gagal Mulu, jadi males deh bayar pajak. Paling-paling buat beli Rubicon!",1,Negative,aplikasi busuk verifikasi efin gagal mulu males deh bayar pajak palingpaling beli rubicon
"aplikasi sudah bagus, tapi minta efin yang susah",1,Negative,aplikasi bagus efin susah
"Ga punya akun efin pas lupa efin, malah gagal verifikasi",1,Negative,akun efin pas lupa efin gagal verifikasi
Nomor NPWP dan password sudah benar tapi pas login malah gak bisa keterangan NPWP atau password salah hadeh...apa ini akibat sering makan uang haram jadi aplikasinya gak guna,1,Negative,nomor npwp password pas login gak terang npwp password salah hadehapa akibat makan uang haram aplikasi gak
Cocok untuk kemajuan,5,Positive,cocok maju
kodenya manaaaaaaaa,1,Negative,kode manaaaaaaaa
"mungkin yang buat masih newbie kali ya,saya udah coba 7x selalu gagal",1,Negative,newbie kali yasaya udah coba x gagal
Kaga ada kode Verifikasi via e-mail ampe detik ini,1,Negative,kaga kode verifikasi via email ampe detik
Aplikasi ini sangat buruk Minta kode efin verifikasi gagal terus Mana tlf di no pengaduan sibuk trus Pejabat nya banyak yg berkasus,1,Negative,aplikasi buruk kode efin verifikasi gagal tlf no adu sibuk trus jabat nya kasus
Aplikasix sangt jelek tra berfungsi ....,1,Negative,aplikasix sangt jelek tra fungsi
"Telpon sibuk, live chat diarahkan kesini, dari sini g bisa verifikasi",1,Negative,telpon sibuk live chat arah kesini g verifikasi
Apk ga guna,1,Negative,apk
Oke Mantap,5,Positive,oke mantap
Fitur untuk laporan SPT nya kok gak ada ya?,1,Negative,fitur lapor spt nya gak ya
sangat tidak membantu eror terus,1,Negative,bantu eror
Baik,5,Positive,
Aplikasinya Ga Membantu,1,Negative,aplikasi bantu
Foto waktu verifikasi karena lupa EFIN kok gelap terus. Sudah dicoba berulang kali. Piye iki bro,1,Negative,foto verifikasi lupa efin gelap coba ulang kali piye iki bro
"Masa mau lapor masalah lewat aplikasi juga harus pakai pulsa sendiri, aplikasi pemerintah kurang bermutu ga bisa di pakai lapor pajak",1,Negative,lapor aplikasi pakai pulsa aplikasi perintah mutu pakai lapor pajak
APLIKASI SANGAT BURUK DAN TIDAK MEMBANTU,1,Negative,aplikasi buruk bantu
Belum mendukung pelaporan efilling pajak,2,Negative,dukung lapor efilling pajak
"Request efin sudah ada notifikasi berhasil, efin sudah dikirim ke email pas check email tidak.ada email masuk .. nnti klo sudah masuk bintang nya aku tambahim",3,Neutral,request efin notifikasi hasil efin kirim email pas check email tidakada email masuk nnti klo masuk bintang nya tambahim
Gagal trus,1,Negative,gagal trus
Mantep,5,Positive,mantep
Ribet,1,Negative,ribet
"tak kira dengan adanya online, malah mudah, yg ada mumet otak rek, pusing pusing gusti ð¤¦ââï¸ð¤¦ââï¸ð¤¦ââï¸",3,Neutral,online mudah mumet otak rek pusing pusing gusti
"Verifikasi Efin selalu gagal,bodo amat sma lapor pajak,bad banget",1,Negative,verifikasi efin gagalbodo sma lapor pajakbad banget
"ga tau dikirim ke email yg mana kode efinnya, udh daftar udh verifikasi dan verifikasi hrs pake pulsa, sekali sedot biaya hampir Rp. 1.000. gmn sih? asal bersinggungan dgn birokrasi pemerintah pasti ga jelas..... hadehhh",1,Negative,tau kirim email kode efinnya udh daftar udh verifikasi verifikasi hrs pake pulsa sedot biaya rp gmn sih singgung dgn birokrasi perintah hadehhh
"Layanan pemerintah kok gini amat ya,pajak woy!!!",1,Negative,layan perintah gin yapajak woy
