text;rating;sentiment
OTP lama banget. Uang pajak banyak bikin aplikasi sulit;1;Negative
susah sekali login;1;Negative
Eror teruuuus dari zaman dulu gk ngasih solusi;1;Negative
Terimakasih sangat amat membantu, lupa efin diaplikasi ini hanya membutuhkan waktu beberapa menit, efin langsung masuk email..;5;Positive
Ok;5;Positive
Membantu lapor pajak;5;Positive
Baik;5;Positive
Salah satu hal paling t*lol dari pajak di Indonesia adalah kami yang kerja, kami yang bayar pajak, kami juga yang perlu repot lapor2an.;1;Negative
Apa apaan ini aplikasinya udah lengkap semua data yg diminta, malah dipersulit, padahal bener2 lupa efin Niat buat aplikasi ga sih, kalo emng ganiat buat aplikasi sekalian aja nyuruh masyarakat datengin langsung kantor pajak yg terdekat buat npwp,dihapus aja apk nya ga guna juga Jaman canggih TPI apk bobrok!;1;Negative
Lewat apk Dipersulit, padahal mau membantu negara dengan bayar pajak;1;Negative
Untuk buat npwp aja susah. Aplikasi nya ngga jelas banget. Live chat nya ngaco ngapain dibuat kalau ngga bisa ngebantu.;1;Negative
Pelayanan CS via WA udah gak ada respon.;3;Neutral
Langsung uninstall lagi aplikasi gak berguna;1;Negative
Aplikasi gk guna dan gk mutu;1;Negative
Kalo belum siap dgn sistem nya jangan langsung dijalankan;1;Negative
Aplikasi ngebug daftar npwp susah banget lain kali satelit nya sambungin aja sama gmaps jgn di suruh nyari sendiri ribet banget masa nyari in rumah dari sebnyak itu. Di pikir gampang nyari in rumah dari satelit mana gabisa di zoom;1;Negative
Ko sekarang beda aplikasinya ya???.... Woy gw udah bayar pajak aja masih repot di suruh laporan juga.... Mending kalo laporan nya gampang, malah tambah ribet!!!;1;Negative
Kenapa cuma verifikasi aja udah 2 hari lebih gk kelar dah gitu bikin hp eror kena virus ,,habis itu katanya bayar 10.000 ribu saja buat materai tapi kenyataannya saldo direkening saya malah kesedot semua mohon penjelasannya dan urusunnya gimana sampai terjadi kaya gini.kita masyarakat kecil bukannya dibantuin malah dirugikan;1;Negative
sistrm baru malah bikin kesulitan,giliran dateng ke kantor di suruh daftar online,mau berkontribusi ke negara malah di susah in,mending gausah bayar pajak ges;1;Negative
Buat daftar aja susah;1;Negative
Sangat membantu;5;Positive
Mantap, berfungsi dengan baik;5;Positive
Saya ingin mendaptar mpwp kok sulit. Caranya;3;Neutral
Ok;4;Positive
Alhamdulillah,,,, proses permintaan efin sangat cepat, gk perlu waktu lama lgsg dikirim ke email. Mantap;5;Positive
Sekelas Pemerintah, Sistemnya seburik ini 🗿🗿🗿;3;Neutral
Aplikasi nggak jelas anj memang. mo daftar tapi ga ada tombol daftarnya hanya login. gimana caranya mau login kalau ga ada akunnya .;1;Negative
Aplikasi apa si ini nomor telpon engga jelas buat verifikasi OTP dan email-nya pun juga engga jelas, aneh banget buat aplikasi ke tukang kebun kayanya engga jelas gini Punya anggaran bukannya buat aplikasi untuk memudahkan malah mempersulit masyarakat bikin pusing;1;Negative
Tiap tahun mau lapor pajak pasti ada-ada sistemnya tidak efisien, dibuat ribet tiap tahun gonta-ganti sistem, tapi tetap saja mempersulit untuk lapor pajak!!! Gak usah gonta-ganti tampilan perbaiki dulu sistemnya biar mempermudah orang,, karena gak semua orang paham lapor pajak ginian!!!;1;Negative
aplikasi jelek bikin susah pajak sudah di bayar susah login bikin susah rakyat saja;1;Negative
Heran. Ngga paham. Instansi pemerintah sebesar & sekelas ini, apalagi reminder : pajak2 pajak2, tp aplikasinya yah cuma begini. Giliran anak sy mau daftar NPWP sj susah. Disuruh daftar online. Coretax2. Tp situsnya lemot abis. Ribet pula. Mdh2an pegawai2nya ngga ikut lemot ya.;1;Negative
Lupa efin di suruh lewat m pajak , udh di coba tpi pas mau ajuin pas bagian verifikasi email/sms nya ga bisa di klik coba ?? Kenapa itu ngebug atau gimana dah ? Udh di apus instal ulang sama aja ga bisa juga ngebug aplikasi nya . Ini kan aplikasi dari pemerintah nih kalo bisa di tingkatin lagi dong masa mau tau efin aja susah pake segala ngebug gitu aplikasi nya .;1;Negative
Buat temen temen yang lupa efin mending langsung ke kantor pajaknya soalnya kalau lewat wa atau live cht lama dan susah malah kita di buat susah apa lagi nunggu kode ini itu;3;Neutral
Saya mau registrasi kenapa tidak bisa😔;2;Negative
"1 kata aj buat nih apk ""busuk"", anggaran banyak buat bikin apk pemerintah tp gini hasilnya. kalo bisa nih yg bikin apk dari pihak swasta aj biar gercep pelayanannya.";1;Negative
apk sampah, gimana Indonesia mau maju kalo aplikasi pemerintahannya aja kaya gini, lamban parah, ga bisa bayar pajak.;1;Negative
Aplikasi Ra jelas;1;Negative
Aplikasi ga guna!!;1;Negative
Aplikasi gak guna banget;1;Negative
Kode verifikasi ngirimnya lama bet kek keong;1;Negative
Aplikasi ribet;1;Negative
Sampahhhhhh, masa kesalahan nya terus terusan di bagian kolom penulisan Kelurahan, Kecamatan dan Kota/Kabupaten nya mulu, udah di coba 20x cara penulisan dirubah masih aja muncul error code dengan keterangan kesalahan yang sama.;2;Negative
Aplikasi apa ini login udah sesuai nik sma pasword masa keterangan salah terus...gblk;1;Negative
Aplikasi mbobrok Berserta instansinya Ribet;1;Negative
Mau bayar pajak aja susah, coretax ribettttt.;1;Negative
Habis di update makah eror apk apa ini.;1;Negative
Ini gimana kok ga ada option lupa pasword?;1;Negative
Memberi kemudahan dalam masalah layanan perpajakan. Nunggu balasan email utk nanya efin harus saat jam kerja... harus sabar emang;5;Positive
Buang2 anggaran aja, g guna;1;Negative
Di era digital seperti sekarang ini, pelayanan online malah tidak bisa diakses dgn alasan klasik under maintenance. Ya begitulah situs pemerintahan.;1;Negative
Bayaran gedi doang bikin aplikasi ama situs ecek2..kerjanya gak guna, udah mending kasih ke BCA aja yang lebih sat set dan kerjanya bener;1;Negative
Aplikasi tidak beres orang masuk kirim kirim kode verifikasi ke email orang masuk di bilang kode salah ? Di ulangi begitu lagi kalau salah napai mengirim kode salah ke email ?;1;Negative
좋아요;5;Positive
Aplikasi Sampah, Cuman mempersulit;1;Negative
Lambat sekali sistem nya;1;Negative
Bagus' 👍;5;Positive
Ini saya mau daftar kok gak bisa bisa ya ,gak ada fiturnya gak jelas, saya mau daftar malah minta nomor efin saya kan mau daftar bukan login gimana sih minta nomor efin malah kekantor terus ngapain buat online;1;Negative
Aneh... tampilan kartu npwp di web dan aplikasi beda. Diweb nmr krtu 15 dan 16 digit. Diaplikasi hanya 15 digit;4;Positive
Mntap;5;Positive
Chat live tapi ga bisa ngetik;2;Negative
Aplikasi sampah... Gak guna, aplikasi pemerintah rata rata seperti sampah hanya habisin dana tapi tidak berguna.;1;Negative
selalu kesulitan utk melakukan pembayaran pajak bulanan.;3;Neutral
Gaada fitur lupa password? Fix dulu app nya baru pakai uang pajaknya;1;Negative
dinas pajak bodokkkkk.....mau ngisi negara asal malah ga ada Indonesia;1;Negative
PAJAK VIA ONLINE SEMAKIN RIBET;1;Negative
Aplikasi parah ni,.coba verifikasi EFIN aja gak bisa Nyesel saya download nya anying;1;Negative
Apk parah ga bermutu;1;Negative
Mau pasang listrik di Indonesia harus ada nidi , slo, siup dan nib, buat siup dan nib harus ada no npwp, giliran buat no npwp registrasi situs tidak ditemuakn, coretax. susah kalau urusan sama pemerintah, buat aturan tapi dipersulit sendiri. Kocakkk;3;Neutral
Apk apaan si ini serba serbi eror!!;1;Negative
Apakah ini real;1;Negative
Up date terus, sampai hp tdk kompatible;1;Negative
Sangat membantu;5;Positive
aplikasi ga guna kalau kurang menarik ga becus dan uji coba aja kayanya dan ga mampu bayar IT utk sistem onlinenya , saya pernah buat online sampe sekarang ga bisa npwp saya dan ga becus juga CS nya makan gaji buta;1;Negative
Ribettt;1;Negative
Aplikasi Awikwok Lolot Cuih;1;Negative
Dagang es teh ae udh nyusahin rakyat doang;1;Negative
Aplikasi ini sangat tidak berguna. Meskipun sudah update tetap tidak berguna. Aplikasi ini Dibikin Cuma ngabisin anggaran.;1;Negative
SygSyg r b asal Barbados rt rrrrd;3;Neutral
MAU URUS EFIN SURUH MASUKIN NPWP SEKARANG NPWP SAMA DENGAN NIK ( 16 DIGIT ) SEDANGKAN MAKSIMAL MASUKAN NPWP PADA KOLOM EFIN CUMA 15 DIGIT SAAATTT SAAATTTT;1;Negative
Aplikasi ribet , memaksa rakyat taat pajak tapi pelayanan menyulitkan . Apalagi para pekerja di lokasi pedalaman . Ngejar2 pajak mulu imbal baliknya minim;1;Negative
Mana tombol EFINnya? Gak profesional;1;Negative
Error, error, error, error, error, error Capek bet;1;Negative
Ni guna nya apk buat apa . Gx bsa login ke web . Tp d apk ni bsa . Tp gx bsa laporan spt pajak . Trus guna nya apa;1;Negative
Gak guna;1;Negative
Okk;5;Positive
Oke;5;Positive
Username dan password salah wkwkk, eror.;1;Negative
Cepat selesai;5;Positive
Aplikasi ga guna, cs selalu sibuk ga bisa di chat👎👎👎;1;Negative
Tiap mau login errornpwp1516 kenapa ya? Bug kah?;1;Negative
App sangat buruk selalu error ketika login. Tolong la perbaiki agar kita bisa akses app dengan lebih mudah;1;Negative
Alhamdulillah sistemnya udah di update, tanya kode ifin langsung patass. Ok tingkatkan lagi untuk mempermudah masyarakat, untuk taat perpajakan;5;Positive
Apk apaan dahh lemot bgtttt;1;Negative
Sangat bagus dan membantu;5;Positive
Sangat lemot,dan tidak ada tanggapan keluhan akan aplikasi,gini mau maju gimana,aplikasi sekelas pemerintahan dibikin gk niat sama sekali;1;Negative
Sulit diakses, disaat butuh pembuatan npwp online buat kelengkapan administrasi malah tambah sulit. Setelah opsi pernyataan semua terisi. Akses di bagian no 7 loading lambat. Terakhir ulang lagi dari awal, dan tetap seperti itu. Mana pulsa terpotong terus tiap ngirim kode. Sekali pencet lama masuk. Gitu kedua kali pencet masuk bersamaan. Tolong sebelum menerapkan aplikasi ini di akses/coba dahulu oleh pihak pihak yang memahami. Dan memberi demo yanglebih bisa dimengerti oleh setiap kalangan.;1;Negative
Ga bsa bikin ebil...trus kapan bsa bayar..krna denda mi;1;Negative
Sangat membantu;5;Positive
Tdk bisa kepake anjir 😌;1;Negative
Top;5;Positive
Live chat susah di akses. Registrasi susah sekali. Mau taat pajak aja susah.;1;Negative
Good;4;Positive
Aplikasi nya sulit diakses, web nya pun gajelas gabisa akses terus, dan datang ke kantor pajak cimanggis depok pelayanan dari satpam nya gajelas juga, masa orang tanya malah ditanya balik gak kasih arahan sama sekali, udah mana cuek orangnya jawabnya juga sesuka hati dia aja;1;Negative
Pelayanan lama yang didulu orang terdekatnya sudah nunggu daritadi;1;Negative
Eror;1;Negative
MemudHkan segala urusan👍👍👍💪;5;Positive
Aplikasi pemerintah kok lemot kek gini dan keseringan eror mohon di perbaiki trimakasi;1;Negative
gak jelas;1;Negative
apakah nama djp disalah gunakan bt penipuan,krn sy di tlp pakai logo ini,ngaku vertivikasi data umkm, fan di arahkan dwld ini,dan sruh ok² di macam2 ,semoga pd hati2,dimintai data internal hp;1;Negative
Apk ngga responsif,lemot,dan tidak membantu sama sekali lebih baik hapus Aplikasinya,karena tidak membantu sama sekali justru merugikan pengguna yang memakai,karena buang banyak waktu ,dan nihil hasilnya;1;Negative
bagus;5;Positive
Terimakasih, Kalau ada lagi menu EFIN nya, aku tambah lagi bintangnya;1;Negative
logot sendiri mending versi lama;1;Negative
Sampah gbisa di gunakan buang waktu saja;1;Negative
kenapa ya tidak bisa masuk sperti aplikasi tdk berfungsi saat ini;1;Negative
login aja gabisa padahal udah dikasih surat penerbitan akun wajib pajak dari KPP;1;Negative
kalau ada yang sulit kenapa cari yang mudah...;1;Negative
Biar bintang yg menilai,🤬;1;Negative
Susah belumbisa;5;Positive
mau buat npwp saja di persulit coba daftar online eror mulu;1;Negative
"Aplikasinya sangat lambat. Kita ajukan berulang kali untuk mendapatkan kode EFIN pun selalu saja gagal. Masukkan kode OTP yang dikirim oleh sistem pun dibilang ""SALAH"". Tolong diperbaiki aplikasinya. Jika tidak bisa digunakan, silahkan kunci saja aplikasinya.";1;Negative
Tolong kalau kerja yang serius;1;Negative
Aplikasi tergaberguna asli udah di coba verifikasi email Ampe berhari hari tuh email kaga masuk masuk, sue bnget dah, ujung ujungnya malah harus Dateng ke KPP langsung akhh tolong dong yaa di tingkatkan lagi untuk masyarakat, katanya lebih mudah klo digital ini malah mempersulit, mau login ajh GK bisa bisa , gimana klo lagi keadaan terdesak;2;Negative
Aplikasi tolol d bikin g bisa login😁😁😁;1;Negative
u know laah, useless;1;Negative
Kok tolol kali pengembang aplikasi ini, verifikasi nomor udah sesuai malah salah terus, apa sih, sesuai rating nya low, app ga di benerin, kerjanya apa sih;1;Negative
"Tidak ada menu ""Lapor"" SPT tahunaan ASN 1770s, kalau buka melaui broser baru ada.";1;Negative
"Katanya suruh akses fitur live chat, pas udah di akses ga terhubung"". Uang pajak yg kita bayar dapetnya apk beginian?";1;Negative
Ok;5;Positive
Aplikasi gak jelas.. Telp nomer cs sibuk terus..chat eror terus. Masuk aplikasi gak bisa reset passw..dr chrome bisa masih pake no effin.. Aplikasi buat mempermudah bukan malahan bikin emosi;1;Negative
Mantap;5;Positive
gk guna, coretax eror trus ke kntor pajak katanya hrus onlen buat npwp.;1;Negative
pakai aplikasi susah..ga bsa bikin ebil...ribet;1;Negative
Aplikasi yg tidak pantas untuk di kasih ranting.mau login susah,chat ke Cs sama susah,gimana mau laporan pajak kalo aplikasinya seperti ini, Menu LUPA PASSWORD juga gk ada👎👎👎👎👎👎;1;Negative
Saya berulang kali daftar ada aja kendalanya di aplikasi online ini. Tolong lebih ditingkatkan lagi;1;Negative
Makin sulit ,apliksiNya sering troble GK seperti yg dulu sangat di sayangKan;2;Negative
Tidak ada menu EFIN;1;Negative
Minta EFIN, eror mulu. Padahal udah benar informasinya, live chat ga pernah bisa. Padahal ga ad gangguan internet.;1;Negative
Sekarang makin aneh aja gk jelas banget bgbug nyah semenjak pembaruan sistem bikin orang orang pusing jelek banget apak nayh;1;Negative
PAYAH;1;Negative
Ok;5;Positive
"kalo belum siap aplikasiinya jangan apa"" online sekarangg yahhh mau laporan pajak aja susah banget secara onlinee klo belum ready ngapain wajib lapor lewat aplikasi";1;Negative
tidak bekerja dengan baik;1;Negative
Aplikasi yg seharus nya bagus kualitas nya untuk masyarakat malah eror semua,;1;Negative
Maaf nih kenapa yah waktu pengajuan efin di saat verifikasi kode yg di kirim via sms atau email selalu salah terus padahal bener kok kode verifikasinya. Tolong di perbaiki lagi apk nya;2;Negative
Gak guna;1;Negative
Aplikasi busuk gini ngabisin anggaran negara aja !!! Pelayanan kek kadal;1;Negative
Aplikasi tolol ,it nya suruh belajar lagi;1;Negative
Aksesnya lemot bgt;1;Negative
Aplikasi sampah, kantor pajak kerjanya lambat, kita harus tunggu sampai sore, taiii;1;Negative
Ok;5;Positive
ampas;1;Negative
Pada ga becus bikin apk!!! SELAMAT sudah menjadi aplikasi pemerintah yang tidak berguna!;1;Negative
HAMA HAMA HAMAAAAAAAAAA;1;Negative
Aplikasi ampas daftar npwp aja dipersulit. Bisa nya cepet klo pake CALO;1;Negative
Aplikasi gak guna;1;Negative
xml dan jdon fi perbaiki;5;Positive
Penipuan;1;Negative
Good apk;5;Positive
Lapor pajak sangat sulit, panduan jelek, tidak ada kurikulum literasi pajak di sekolah. Makasih sudah buat frustasi.;1;Negative
Live chat kagak pernah bisa. Di aplikasi maupun website. Buat apa bikin aplikasi kalo gak guna!;1;Negative
Ok;5;Positive
sampah;1;Negative
Menu Efin nya ga muncul min, perbaikin dong;1;Negative
Tidak membantu sama sekali. Gitu aja udah.;1;Negative
full bug , APK gajelas .;1;Negative
Kecewa kok 2025 makin sulit untuk mengurus kartu NPWP dan efin,, Padahal mau bayar pajak kok di persulit;1;Negative
Barusan kena phising dari aplikasi ini Gaes. 43 jt ilang.. Awalnya ditelpon ,wa , di pandu kmudian vidcall utk penonaktifan NPWP scr online. Dipandu tata cara download, dari playstore Ges, bukan apk ,g nyuruh transfer, g minta pin dsb ... alus banget mainnya...benar benar kyk film film...ya Allah.. Masuknya melalui pajak.urdin .ac Hati hati;1;Negative
Guoblooog app;1;Negative
Menu E-FIN yang sebelumnya ada sekarang hilang entah kemana😓;1;Negative
Menu lupa efin tidak ada.....kadang sistem pajak ini masih sangat kurang dalam fasilitasi masyarakat;1;Negative
Gini amat aplikasi pemerintah hdeuh emil sudah bener tapi ngebug nungguin verivikasi ampe berhari hari belum juga ada;1;Negative
Ini menu laporannya mana ya? Ga jelas banget aplikasinya;1;Negative
apk ga guna;1;Negative
Live chat parah, Pendapatan banyak sistem gak canggih.;1;Negative
enggh bisa login dari aplikasi M- Pajak Tetepi bisa login dari browser .... Adeh gawat aplikasi ini;1;Negative
Aplikasi Gak Tidak Berguna, Bodoh.;1;Negative
ga guna aplikasi sampah;1;Negative
Saya tidak masuk ke aplikasi .. password salah terus.ada solusi;1;Negative
aplikasi gajelas!!!;1;Negative
Sudah ku duga dari aplikasi pemerintah.. gk guna banyan masalah dan bug nya ... Yg lebih jengkelnya lagi situs nya lelet sekali ..;1;Negative
Apk sampah,gak bantu banget,,,apk sekelas pemerintah kalah sama apk Hugo, Indo indo;1;Negative
2025 apakah efin sudah tidak berlaku;1;Negative
Tolong di tingkatkan lagi, aplikasi GK bisa di akses;1;Negative
App jelek banget fitur minim banyak bug;1;Negative
Menu effin malah di hapus bikin ribet, niat daftar online biar gak ribet tapi malah di bikin ribet;1;Negative
Percuma pake aplikasi kalo GK bisa daftar lewat aplikasi;1;Negative
Pendaftaran lewat coretax ribet ,, tidak ada panduan ,, pengisian terlalu sulit untuk menarik map ,, detail alamat juga susah di masukan ,, padahal semua sudah di isi sesuai data ,,tolong admin di tinjau;1;Negative
Aplikasi ngaco..gak ada gunanya...gimana Indonesia mau maju klau aplikasi begini...di suruh login dulu.tapi menu untuk buat akun ajaa gak ada...Berharap dii permudah..tapi tambah sulit..;1;Negative
Aplikasi apassssas;1;Negative
Cara Ubah Data Gimana;2;Negative
aplikasi sering ke log out sendiri akunnya. diharapkan bisa diperbaiki;1;Negative
Aplikasi aneh masa iya lain ada icon EFIN di aplikasi nya gua kg ada aneh bet rugi download2 buang2 kuota;1;Negative
